author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,sentiment
31484421,2022-02-10 07:10:23+00:00, ,1491670866480013313,en,0,0,0,0,Twitter Web App,"Canada trucker blockade poses risk to supply chain, auto industry -White House https://t.co/JSK7oOLONw 
Ottawa didn't work - now borders blocked to WORKING truckers. Causing layoffs, price for cars, food, to rise further- and you're fighting for OUR freedom??? Give me a break!!",negative
860675555955539972,2022-02-10 06:21:18+00:00, ,1491658515076763650,en,0,0,0,1,Twitter for iPhone,RT @PHfloor: @daniel_foch Dan's right. This is the house price index for Canada and the percentage drops during rough periods. https://t.co…,negative
300388340,2022-02-10 06:06:08+00:00, ,1491654699631583236,en,0,0,0,3,Twitter Web App,RT @VIAwesome: Seven houses on 50 acres... for the price of one house in Vancouver. https://t.co/e5Sb4QDejE,negative
35989673,2022-02-10 05:52:00+00:00, ,1491651141083582469,en,13,0,0,3,Twitter Web App,Seven houses on 50 acres... for the price of one house in Vancouver. https://t.co/e5Sb4QDejE,negative
536796219,2022-02-10 05:42:50+00:00, ,1491648835889688579,en,1,0,0,0,Twitter for iPhone,"@Nevin_Thompson @jagbsn @funnierhandle When we moved from Vancouver we wanted to move to Victoria proper, or at least Saanich close to downtown. But the cost of daycare was way higher, and we could rent a whole house in Colwood for the price of a 2Br in town. The proximity to nature was a bonus that has paid dividends",positive
1428819125288251392,2022-02-10 04:02:31+00:00, ,1491623588763475968,en,0,0,0,0,Twitter Web App,"@debfynn @jkenney Hahah it's way worse anywhere else, that's why. In Toronto average house price is 1.3 million (and you get a tear down postage stamp for that!). We have carbon tax, higher utility bills, and worse healthcare.",negative
3760987517,2022-02-10 01:12:09+00:00, ,1491580713992400899,en,0,0,0,0,ContentStudio.io,What is the Average Price of a House in Toronto? - https://t.co/bVVtnjCNfz,positive
444253879,2022-02-10 00:11:37+00:00, ,1491565480154320897,en,1,0,0,0,Twitter for Android,"Over the course of the pandemic, house prices in the Vancouver suburbs have increased by almost the same amount as Calgary's benchmark price.

Let that sink in. https://t.co/KkGE3srra5",positive
1271199820552769538,2022-02-09 23:55:14+00:00, ,1491561357682036736,en,4,0,3,1,Twitter Web App,@daniel_foch Dan's right. This is the house price index for Canada and the percentage drops during rough periods. https://t.co/OvGJgwPfaQ,negative
2477123256,2022-02-09 23:38:45+00:00, ,1491557210605903877,en,0,0,0,14,Twitterrific for iOS,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
107354875,2022-02-09 22:54:57+00:00, ,1491546189728264193,en,1,0,0,0,Twitter for Android,@Michael_O_Regan Where can they go that's any better house-price wise than here? NZ and Oz and Canada all the same.,positive
277107564,2022-02-09 22:18:56+00:00, ,1491537123538882560,en,0,0,0,0,Twitter Web App,"❗Here is the January 2022 Market Report, a quick resale housing analysis with key stats for Toronto &amp; GTA.

Sales were up on a year-over-year basis for all major home types, both in the City of Toronto &amp; GTA regions. Overall average selling price was up by 28.6% to $1,242,793. https://t.co/ix5rwcbdov",positive
2179048830,2022-02-09 21:54:21+00:00, ,1491530936109854721,en,0,0,0,7,Twitter Web App,"RT @BobKronbauer: Entire Swiss-themed village with seven houses for sale in B.C., for the price of one house in Vancouver
 https://t.co/8KC…",negative
17824049,2022-02-09 21:12:13+00:00, ,1491520334788542466,en,0,0,0,14,Twitter for iPhone,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
56443648,2022-02-09 21:04:28+00:00, ,1491518384265207808,en,0,0,0,14,Twitter Web App,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
1479011339574120448,2022-02-09 21:04:01+00:00, ,1491518272868700169,en,4,0,4,0,Twitter for iPhone,"@LukeD81840337 @Michael_O_Regan Where are these locations with great public transport? Any of these city’s with good transport have very high prices, take Vancouver where a lot of Irish are going the average house price is 1.7m very affordable, not!",negative
31520644,2022-02-09 21:02:07+00:00, ,1491517794260713475,en,0,0,0,0,Twitter for Android,"@liberal_party Average house price in Ontario is $922,735.
Average house price in Canada is $720,850.

You've built a future of massive debt. The wealth of younger generations is being siphoned into an unproductive asset. You've destroyed the economy.",negative
14638577,2022-02-09 21:00:17+00:00, ,1491517331876597768,en,0,0,0,0,Twitter for iPhone,"As Canada’s housing market continues to be whipped to new price heights, a survey of new immigrant home buyers in the country’s biggest real estate market suggests some may be willing to pay more than non-immigrants to land that first home. https://t.co/1Uy2YiDfMz https://t.co/PCHQaOfHzH",positive
878259321267605504,2022-02-09 20:53:52+00:00, ,1491515715970469889,en,0,0,0,0,Twitter for iPhone,"@newbieSK @mortimer_1 I lived in Saskatchewan Regina for 9 years, I am now in Surrey since 2018. I believe some people make money in other countries or areas but live in Vancouver, high demanding for house property drives the house price goes crazy.",negative
63777242,2022-02-09 20:43:23+00:00, ,1491513078667644929,en,5,0,0,0,Twitter for iPhone,@BalurCDN @CindyBailey3 Yeah. We sold a studio loft in Vancouver for the same price we are hoping for our 3000 sq. ft house in YEG. Kelowna. A knock on the front door of brother. Offered over 700k. South of Hwy 97. Rest of block listed at 1 million now. Tear downs. BC=Bring Cash.,negative
441560603,2022-02-09 19:50:57+00:00, ,1491499884335484928,en,0,0,0,7,Twitter Web App,"RT @BobKronbauer: Entire Swiss-themed village with seven houses for sale in B.C., for the price of one house in Vancouver
 https://t.co/8KC…",negative
3853856417,2022-02-09 19:47:32+00:00, ,1491499023856910337,en,0,0,0,7,Twitter Web App,"RT @BobKronbauer: Entire Swiss-themed village with seven houses for sale in B.C., for the price of one house in Vancouver
 https://t.co/8KC…",negative
1191346470,2022-02-09 19:36:58+00:00, ,1491496365087592448,en,0,0,0,0,Twitter Web App,"Based on a report by the Toronto Regional Real Estate Board, the exact figure for the composite benchmark price in January 2022 was $1,259,900.

https://t.co/OIwyyDooaD",positive
1248622516819517442,2022-02-09 19:09:32+00:00, ,1491489461699428356,en,0,0,0,7,Twitter Web App,"RT @BobKronbauer: Entire Swiss-themed village with seven houses for sale in B.C., for the price of one house in Vancouver
 https://t.co/8KC…",negative
227890336,2022-02-09 19:03:08+00:00, ,1491487850151432194,en,0,0,0,14,Twitter for iPhone,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
111428078,2022-02-09 18:32:34+00:00, ,1491480156157870080,en,0,0,0,0,Twitter Web App,“'..the bank of mom &amp; dad is definitely amplifying things..rapid price appreciation is scaring a lot of parents. They’re afraid that their children are not going to be able to afford anything.'” Unintended consequences of municpalities choking supply  https://t.co/tjP9bY0EKm #yyj,negative
132279870,2022-02-09 18:22:59+00:00, ,1491477743929905158,en,0,0,0,14,Twitter Web App,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
1604222401,2022-02-09 18:21:57+00:00, ,1491477484717568000,en,0,0,0,7,Twitter Web App,"RT @BobKronbauer: Entire Swiss-themed village with seven houses for sale in B.C., for the price of one house in Vancouver
 https://t.co/8KC…",negative
176167209,2022-02-09 18:21:47+00:00, ,1491477442518736897,en,0,0,0,14,Twitter for iPhone,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
865640370,2022-02-09 18:17:58+00:00,61ecf520fef6ce72,1491476483017220103,en,0,0,0,0,Twitter for Android,"#Canadian Housing Market Highlights ✨✨

With a lack of supply, Canada’s housing markets saw record-breaking home sales and price growth in 2021.

Take a closer look at the key highlights from last year with CREA’s 2021 Year in Review housing market snapshot. https://t.co/AnSly8EJlQ",positive
300388340,2022-02-09 18:10:08+00:00, ,1491474510658170880,en,0,0,0,7,Twitter Web App,"RT @BobKronbauer: Entire Swiss-themed village with seven houses for sale in B.C., for the price of one house in Vancouver
 https://t.co/8KC…",negative
308682347,2022-02-09 18:08:07+00:00, ,1491474006121361415,en,0,0,0,14,Twitter for iPhone,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
967171996667834370,2022-02-09 18:06:08+00:00, ,1491473506994769921,en,0,0,0,1,Twitter Web App,RT @Jay60640183: @KamalKheraLib @JustinTrudeau Your benefits wore shit anyway's what's the average price of  renting in Toronto and Vancouv…,negative
35989673,2022-02-09 17:57:42+00:00, ,1491471383674568705,en,0,0,0,7,Twitter Web App,"RT @BobKronbauer: Entire Swiss-themed village with seven houses for sale in B.C., for the price of one house in Vancouver
 https://t.co/8KC…",negative
